2018;08;03;12;00;9.99;90.00;1020.80;0.00;0.00;100.00;0.00;6.00;100.00;0.00;327.52;8.56;104.62;9.90;109.09;21.07;56.85;5.76
2018;08;03;13;00;10.77;88.00;1020.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;373.80;5.62;129.81;6.62;135.00;16.79;59.04;3.96
2018;08;03;14;00;11.94;85.00;1019.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;404.95;4.83;153.43;5.15;155.22;15.58;56.31;3.60
2018;08;03;15;00;13.01;83.00;1019.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;407.62;5.51;168.69;5.45;172.41;13.51;48.24;5.04
2018;08;03;16;00;13.46;81.00;1018.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;274.12;6.52;173.66;6.88;173.99;9.29;35.54;5.40
2018;08;03;17;00;13.71;80.00;1018.70;0.00;0.00;35.00;0.00;0.00;35.00;37.66;119.26;6.29;166.76;7.17;162.47;7.70;10.78;9.00
2018;08;03;18;00;13.51;80.00;1019.00;0.00;0.00;19.00;0.00;0.00;19.00;11.95;48.06;6.64;167.47;8.12;167.20;6.64;347.47;10.44
2018;08;03;19;00;13.12;81.00;1019.40;0.00;0.00;41.00;0.00;0.00;41.00;0.00;0.89;6.16;173.29;9.47;171.25;3.62;275.71;8.64
2018;08;03;20;00;12.44;83.00;1020.00;0.00;0.00;19.00;0.00;0.00;19.00;0.00;0.00;5.76;180.00;10.85;174.29;4.61;231.34;11.88
2018;08;03;21;00;11.74;87.00;1020.40;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;5.15;192.09;10.09;177.95;5.40;216.87;9.72
2018;08;03;22;00;10.99;91.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.19;213.69;8.67;184.76;6.30;210.96;9.36
2018;08;03;23;00;10.04;95.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.41;231.84;9.34;207.55;8.40;210.96;9.72
2018;08;04;00;00;9.25;96.00;1020.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.79;235.01;14.76;225.00;12.68;214.59;13.68
2018;08;04;01;00;9.13;96.00;1020.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.97;226.22;16.30;223.21;17.24;208.71;18.00
2018;08;04;02;00;8.96;96.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.55;219.61;17.29;211.37;21.41;207.00;22.32
2018;08;04;03;00;8.79;96.00;1020.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.19;215.71;19.69;210.78;25.60;207.65;23.76
2018;08;04;04;00;8.58;96.00;1020.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.58;220.31;21.03;218.05;29.88;201.93;25.92
2018;08;04;05;00;8.02;96.00;1020.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.90;217.15;19.08;211.89;29.08;201.80;19.80
2018;08;04;06;00;7.63;96.00;1020.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.28;220.60;16.49;216.12;24.80;205.82;24.48
2018;08;04;07;00;7.36;95.00;1021.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.99;228.65;15.02;225.97;21.52;197.53;23.76
2018;08;04;08;00;7.18;95.00;1021.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.89;13.51;228.24;17.58;222.51;20.72;187.99;24.84
2018;08;04;09;00;9.18;95.00;1020.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;55.18;11.49;212.20;14.51;209.74;16.20;180.00;16.20
2018;08;04;10;00;9.83;94.00;1020.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;135.28;10.81;209.98;12.73;208.74;14.08;147.53;12.96
2018;08;04;11;00;10.37;91.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;180.67;11.53;218.66;12.60;216.87;13.83;141.34;12.96
2018;08;04;12;00;10.90;90.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;210.04;11.21;227.60;11.71;225.00;13.05;155.56;12.60
2018;08;04;13;00;11.41;88.00;1020.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;234.96;11.30;232.77;11.48;228.81;13.49;170.79;12.60
2018;08;04;14;00;12.26;86.00;1019.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;241.19;9.42;223.45;9.73;218.99;13.70;176.99;10.80
2018;08;04;15;00;13.02;83.00;1019.10;0.00;0.00;26.00;0.00;0.00;26.00;43.40;232.29;6.61;209.36;6.62;202.38;14.40;180.00;9.36
2018;08;04;16;00;13.80;77.00;1018.70;0.00;0.00;10.00;0.00;0.00;10.00;53.62;233.18;3.32;220.60;3.32;220.60;16.92;180.00;6.84
2018;08;04;17;00;13.91;76.00;1018.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;267.89;2.31;308.66;2.55;315.00;19.13;175.68;5.40
2018;08;04;18;00;13.05;81.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;15.69;109.47;6.62;337.62;7.41;330.95;19.16;174.61;6.48
2018;08;04;19;00;11.91;87.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.78;10.31;347.91;12.30;339.44;16.75;171.35;7.56
2018;08;04;20;00;10.80;92.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.57;346.76;15.60;341.15;13.80;172.50;9.72
2018;08;04;21;00;10.00;95.00;1019.40;0.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;13.80;344.88;16.74;341.18;11.18;176.31;12.24
2018;08;04;22;00;9.61;95.00;1019.50;0.00;0.00;21.00;12.00;0.00;21.00;0.00;0.00;14.04;337.38;17.07;335.06;9.73;182.12;14.40
2018;08;04;23;00;9.30;97.00;1019.90;0.00;0.00;100.00;19.00;0.00;100.00;0.00;0.00;14.01;334.09;18.28;327.88;7.24;185.71;16.20
2018;08;05;00;00;9.15;96.00;1020.20;0.00;0.00;100.00;15.00;0.00;100.00;0.00;0.00;13.68;324.64;17.61;319.14;5.63;206.57;17.64
2018;08;05;01;00;8.96;96.00;1020.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;13.55;320.39;17.31;315.00;4.33;228.37;16.92
2018;08;05;02;00;8.74;96.00;1019.90;0.00;0.00;100.00;15.00;0.00;100.00;0.00;0.00;14.02;318.12;16.83;311.53;5.15;257.91;16.92
2018;08;05;03;00;8.26;96.00;1019.80;0.00;0.00;100.00;3.00;28.00;100.00;0.00;0.00;12.98;316.12;15.31;311.19;6.88;263.99;13.32
2018;08;05;04;00;7.71;95.00;1019.80;0.00;0.00;100.00;4.00;49.00;100.00;0.00;0.00;11.97;313.78;14.02;311.88;10.09;267.95;15.84
2018;08;05;05;00;7.26;95.00;1019.40;0.00;0.00;100.00;16.00;1.00;100.00;0.00;0.00;10.20;317.86;12.22;315.00;12.65;265.10;16.20
2018;08;05;06;00;6.99;95.00;1019.00;0.00;0.00;100.00;12.00;65.00;100.00;0.00;0.00;9.79;323.97;11.53;321.34;14.83;264.43;15.12
2018;08;05;07;00;6.68;95.00;1019.20;0.00;0.00;100.00;5.00;0.00;100.00;0.00;0.00;10.32;330.75;12.48;326.77;16.56;268.75;14.76
2018;08;05;08;00;6.44;95.00;1019.80;0.00;0.00;100.00;0.00;4.00;100.00;0.00;1.78;11.75;332.65;14.39;328.30;18.72;271.10;13.68
2018;08;05;09;00;9.06;84.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;117.48;11.81;322.43;21.03;308.05;26.63;260.66;19.08
2018;08;05;10;00;10.79;78.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;289.25;13.89;328.78;19.35;316.51;23.86;264.81;18.00
2018;08;05;11;00;12.52;73.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;435.21;13.98;325.49;17.85;318.27;22.71;267.27;19.44
2018;08;05;12;00;14.12;67.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;540.23;15.48;324.46;19.37;318.01;22.68;270.91;17.64
2018;08;05;13;00;15.36;63.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;594.52;15.78;325.22;21.44;319.09;23.54;276.15;18.00
2018;08;05;14;00;16.38;59.00;1018.60;0.00;0.00;0.60;2.00;0.00;0.00;59.62;592.74;15.38;327.43;21.76;321.04;24.15;280.30;17.28
2018;08;05;15;00;16.92;57.00;1017.80;0.00;0.00;0.60;2.00;0.00;0.00;59.62;540.23;14.83;330.95;21.10;323.33;24.19;284.66;16.92
2018;08;05;16;00;17.09;56.00;1017.50;0.00;0.00;0.30;1.00;0.00;0.00;59.81;436.99;14.69;329.04;20.75;321.34;24.88;284.24;16.56
2018;08;05;17;00;16.75;58.00;1017.20;0.00;0.00;0.60;2.00;0.00;0.00;59.62;299.93;14.20;329.53;20.75;321.34;24.99;281.63;16.20
2018;08;05;18;00;15.58;64.00;1017.20;0.00;0.00;3.90;13.00;0.00;0.00;15.73;127.27;14.01;334.09;22.18;324.25;24.50;280.15;16.56
2018;08;05;19;00;14.51;69.00;1017.40;0.00;0.00;4.20;14.00;0.00;0.00;0.00;2.67;14.58;339.78;25.07;327.91;23.02;279.90;18.36
2018;08;05;20;00;13.74;73.00;1017.90;0.00;0.00;11.00;30.00;11.00;0.00;0.00;0.00;15.26;340.71;27.78;328.78;21.75;276.65;22.68
2018;08;05;21;00;13.23;75.00;1018.10;0.00;0.00;49.00;78.00;49.00;0.00;0.00;0.00;16.62;342.35;30.95;330.75;20.24;275.10;20.52
2018;08;05;22;00;12.71;76.00;1018.30;0.00;0.00;100.00;95.00;100.00;0.00;0.00;0.00;18.21;341.57;33.18;331.49;18.45;275.60;21.96
2018;08;05;23;00;12.24;77.00;1018.70;0.00;0.00;5.00;16.00;5.00;0.00;0.00;0.00;19.05;337.80;34.88;328.93;17.41;277.13;23.04
2018;08;06;00;00;11.71;79.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.71;329.98;33.99;323.62;16.98;274.86;28.80
2018;08;06;01;00;11.29;80.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.08;324.73;33.43;318.93;16.56;271.25;28.08
2018;08;06;02;00;10.84;81.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.79;324.06;32.59;315.90;14.80;274.18;27.00
2018;08;06;03;00;10.44;83.00;1019.10;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.00;17.43;321.71;31.82;314.54;13.71;283.67;26.64
2018;08;06;04;00;10.06;84.00;1019.40;0.00;0.00;9.30;31.00;0.00;0.00;0.00;0.00;17.88;319.90;31.34;312.67;14.97;297.18;27.72
2018;08;06;05;00;9.68;85.00;1019.70;0.00;0.00;12.00;40.00;0.00;0.00;0.00;0.00;17.85;318.27;30.08;312.09;17.87;297.60;29.16
2018;08;06;06;00;9.27;86.00;1019.70;0.00;0.00;16.00;30.00;16.00;0.00;0.00;0.00;17.85;318.27;28.27;313.45;19.19;293.20;29.52
2018;08;06;07;00;8.92;87.00;1020.00;0.00;0.00;43.00;38.00;43.00;0.00;0.00;0.00;17.43;321.71;26.74;316.64;18.51;296.57;28.44
2018;08;06;08;00;8.78;87.00;1020.40;0.00;0.00;100.00;100.00;100.00;0.00;0.00;3.56;17.08;325.30;24.80;320.30;18.97;303.39;27.00
2018;08;06;09;00;10.62;79.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;128.16;16.90;333.43;22.73;330.59;32.36;302.28;23.40
2018;08;06;10;00;11.96;74.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;289.25;17.11;337.75;20.14;335.73;29.85;303.69;22.32
2018;08;06;11;00;13.36;70.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;434.32;16.52;339.59;18.25;337.99;28.37;305.71;20.88
2018;08;06;12;00;14.55;67.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;537.56;16.07;344.41;18.10;342.65;27.51;312.88;18.72
2018;08;06;13;00;15.54;66.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;591.85;15.75;349.46;19.93;343.20;30.19;320.81;19.08
2018;08;06;14;00;16.47;65.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;592.74;13.72;355.49;20.52;344.74;32.85;325.27;20.88
2018;08;06;15;00;17.02;65.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;539.34;12.26;3.37;19.77;349.51;34.55;326.48;19.44
2018;08;06;16;00;16.97;66.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;435.21;12.92;12.87;20.89;358.03;36.62;329.91;20.88
2018;08;06;17;00;16.27;69.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;289.25;13.57;21.80;24.55;4.21;39.28;333.90;25.56
2018;08;06;18;00;15.02;73.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;17.13;116.59;14.49;26.57;28.82;9.34;41.60;336.54;30.60
2018;08;06;19;00;14.51;75.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.67;16.58;27.12;32.92;13.28;43.12;337.93;34.92
2018;08;06;20;00;14.53;76.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.16;25.60;34.86;16.19;45.34;339.55;37.08
2018;08;06;21;00;14.02;79.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.45;26.11;37.46;17.91;47.93;341.16;41.76
2018;08;06;22;00;13.38;82.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.26;22.83;38.52;15.72;52.04;342.69;35.64
2018;08;06;23;00;12.88;85.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.80;21.30;36.94;15.26;56.48;342.95;45.72
2018;08;07;00;00;12.61;86.00;1015.60;0.00;0.00;30.00;23.00;30.00;0.00;0.00;0.00;24.28;15.48;35.46;12.91;61.02;341.78;48.96
2018;08;07;01;00;12.50;86.00;1015.60;0.00;0.00;28.00;24.00;28.00;0.00;0.00;0.00;24.50;10.15;34.93;8.30;64.01;339.93;50.40
2018;08;07;02;00;12.27;86.00;1015.30;0.00;0.00;39.00;39.00;39.00;0.00;0.00;0.00;24.93;4.97;34.23;2.41;65.91;338.20;43.20
2018;08;07;03;00;12.02;87.00;1015.00;0.00;0.00;16.00;36.00;16.00;0.00;0.00;0.00;26.29;1.57;34.56;360.00;67.32;337.69;44.28
2018;08;07;04;00;11.80;88.00;1015.10;0.00;0.00;30.00;100.00;23.00;0.00;0.00;0.00;27.72;360.00;35.29;358.83;68.12;337.64;38.52
2018;08;07;05;00;11.53;89.00;1014.90;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;28.08;360.00;36.37;358.87;68.07;336.96;38.16
2018;08;07;06;00;11.31;89.00;1014.60;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;28.08;360.00;35.64;360.00;68.02;336.28;37.08
2018;08;07;07;00;11.08;90.00;1014.60;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;27.76;2.97;34.58;1.79;67.04;335.91;44.64
2018;08;07;08;00;10.99;91.00;1014.90;0.00;0.00;100.00;100.00;100.00;0.00;0.00;2.67;27.78;3.72;33.86;1.83;65.88;335.12;43.92
2018;08;07;09;00;11.56;87.00;1014.50;0.00;0.00;100.00;100.00;100.00;0.00;0.00;113.92;28.27;6.58;34.29;4.21;69.93;337.92;39.96
2018;08;07;10;00;12.11;84.00;1014.80;0.00;0.00;100.00;100.00;100.00;0.00;0.00;210.93;26.37;4.70;32.79;2.52;66.49;333.99;38.16
2018;08;07;11;00;12.90;81.00;1015.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;306.16;23.80;3.47;31.34;1.97;61.86;328.81;36.00
2018;08;07;12;00;14.10;76.00;1015.00;0.00;0.00;100.00;76.00;100.00;0.00;0.00;412.96;22.71;2.73;30.97;1.33;58.22;325.33;46.44
2018;08;07;13;00;15.32;72.00;1014.10;0.00;0.00;3.60;12.00;0.00;0.00;57.70;584.73;22.73;3.63;33.84;360.00;59.11;325.92;44.28
2018;08;07;14;00;16.58;70.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;592.74;21.75;6.65;34.92;0.59;61.01;326.31;34.92
2018;08;07;15;00;17.61;69.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;540.23;22.25;9.31;37.44;0.55;61.91;326.86;36.00
2018;08;07;16;00;18.31;67.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;435.21;22.03;11.31;38.19;2.16;60.11;325.74;34.92
2018;08;07;17;00;18.15;68.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;289.25;22.70;14.70;40.48;5.10;57.54;324.42;35.28
2018;08;07;18;00;17.46;70.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;17.85;117.48;22.26;14.04;40.16;5.66;54.48;320.63;33.12
2018;08;07;19;00;17.00;72.00;1012.70;0.00;0.00;7.50;25.00;0.00;0.00;0.00;2.67;20.62;12.09;36.83;4.48;50.15;315.29;28.80
2018;08;07;20;00;16.60;75.00;1013.40;0.00;0.00;100.00;28.00;0.00;100.00;0.00;0.00;17.87;9.27;33.15;2.49;50.69;317.01;24.48
2018;08;07;21;00;16.14;78.00;1013.80;0.00;0.00;100.00;19.00;0.00;100.00;0.00;0.00;16.70;7.43;32.04;360.00;50.61;320.19;21.60
2018;08;07;22;00;15.02;82.00;1013.30;0.00;0.00;25.00;24.00;25.00;21.00;0.00;0.00;16.24;12.80;33.49;1.23;47.13;325.58;19.80
2018;08;07;23;00;15.10;81.00;1013.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.94;2.44;35.11;354.11;53.82;325.35;22.32
2018;08;08;00;00;15.03;81.00;1013.70;0.00;0.00;100.00;0.00;10.00;100.00;0.00;0.00;16.68;346.26;34.15;341.57;56.45;322.25;29.16
2018;08;08;01;00;14.69;87.00;1013.80;0.10;0.00;100.00;0.00;100.00;100.00;0.00;0.00;15.19;323.67;28.73;322.13;42.41;319.82;19.80
2018;08;08;02;00;14.65;95.00;1013.90;1.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;15.60;288.85;22.96;283.60;26.49;222.80;18.72
2018;08;08;03;00;14.17;93.00;1014.10;2.80;0.00;100.00;0.00;100.00;100.00;0.00;0.00;28.59;238.91;39.82;232.72;51.20;223.01;34.20
2018;08;08;04;00;12.08;91.00;1015.60;3.10;0.00;100.00;3.00;100.00;100.00;0.00;0.00;32.84;244.00;39.83;240.19;65.51;239.63;27.72
2018;08;08;05;00;11.06;91.00;1015.40;2.30;0.00;100.00;4.00;100.00;100.00;0.00;0.00;22.16;223.03;26.55;220.60;60.08;241.75;33.84
